0.000000	-0.960000	1.982299	0.000000	-0.000000
0.000000	-0.720000	2.000001	-0.000000	-0.000000
0.000000	-0.480000	2.000001	0.000000	-0.000000
0.000000	-0.240000	2.000001	-0.000000	-0.000000
0.000000	0.000000	2.000001	0.000000	-0.000000
0.000000	0.240000	2.000001	-0.000000	-0.000000
0.000000	0.480000	2.000001	-0.000000	-0.000000
0.000000	0.720000	2.000001	0.000000	-0.000000
0.000000	0.960000	1.982299	-0.000000	0.000000
0.000000	1.200000	2.694216	0.000000	0.000000
0.240000	-1.200000	2.616167	0.256737	0.160204
0.240000	-0.960000	1.819669	-0.416801	0.002709
0.240000	-0.720000	2.000001	0.000000	0.000000
0.240000	-0.480000	2.000001	0.000000	0.000000
0.240000	-0.240000	2.000001	-0.000000	0.000000
0.240000	0.000000	2.000001	0.000000	0.000000
0.240000	0.240000	2.000001	0.000000	0.000000
0.240000	0.480000	2.000001	0.000000	0.000000
0.240000	0.720000	2.000001	-0.000000	0.000000
0.240000	0.960000	1.819669	0.416861	0.002709
0.240000	1.200000	2.616167	-0.256736	0.160204
0.480000	-1.200000	2.433368	0.412733	0.287262
0.480000	-0.960000	2.519985	0.694444	0.416535
0.480000	-0.720000	2.000001	0.000000	0.000000
0.480000	-0.480000	2.000001	0.000000	0.000000
0.480000	-0.240000	2.000001	0.000000	0.000000
0.480000	0.000000	2.000001	-0.000000	0.000000
0.480000	0.240000	2.000001	0.000000	0.000000
0.480000	0.480000	2.000001	-0.000000	0.000000
0.480000	0.720000	2.000001	-0.000001	0.000000
0.480000	0.960000	2.519985	-0.694443	0.416535
0.480000	1.200000	2.433368	-0.412732	0.287262
0.720000	-1.200000	2.240213	0.450400	0.367526
0.720000	-0.960000	2.194380	0.666447	0.499835
0.720000	-0.720000	1.929500	0.894749	0.694236
0.720000	-0.480000	2.000001	0.000000	0.000000
0.720000	-0.240000	2.000001	0.000000	0.000000
0.720000	0.000000	2.000001	-0.000000	0.000000
0.720000	0.240000	2.000001	-0.000000	0.000000
0.720000	0.480000	2.000001	-0.000000	0.000000
0.720000	0.720000	1.929500	-0.894756	0.694236
0.720000	0.960000	2.194380	-0.666446	0.499835
0.720000	1.200000	2.240213	-0.450399	0.367526
0.960000	-1.200000	2.092920	0.412978	0.406370
0.960000	-0.960000	2.000000	0.542356	0.520662
0.960000	-0.720000	1.805619	0.666447	0.666447
0.960000	-0.480000	1.479400	0.693862	0.833056
0.960000	-0.240000	1.895529	-0.046087	-0.000646
0.960000	0.000000	2.000542	0.000000	0.000007
0.960000	0.240000	1.895529	0.046103	-0.000646
0.960000	0.480000	1.479400	-0.693862	0.833056
0.960000	0.720000	1.805619	-0.666447	0.666447
0.960000	0.960000	2.000000	-0.542356	0.520662
0.960000	1.200000	2.092920	-0.412977	0.406370
1.200000	-1.200000	2.000000	0.347108	0.416529
1.200000	-0.960000	1.907080	0.412978	0.507963
1.200000	-0.720000	1.759787	0.450399	0.612543
1.200000	-0.480000	1.566631	0.412732	0.718154
1.200000	-0.240000	1.383833	0.256736	0.801018
1.200000	0.000000	1.305785	-0.000001	0.833059
1.200000	0.240000	1.383833	-0.256737	0.801018
1.200000	0.480000	1.566631	-0.412732	0.718154
1.200000	0.720000	1.759787	-0.450399	0.612543
1.200000	0.960000	1.907080	-0.412978	0.507963
1.200000	1.200000	2.000000	-0.347108	0.416529
